product_link,product_image_link,product_name,product_price
https://www.glassesshop.com/eyeglasses/fp1568,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201803/5ab495a47a944.jpg",Cooksville - Tortoise,$24.95
https://www.glassesshop.com/eyeglasses/fp1935,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201908/5d4d19331a49d.jpg",Lizzie - Black/Silver,$24.95
https://www.glassesshop.com/eyeglasses/fz1375,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201907/5d2d2660a22b3.jpg",Bobosa - Pink/Tortoise,$29.95
https://www.glassesshop.com/eyeglasses/fz1269,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc509cca408.jpg",Genevieve - Purple Tortoise,$34.95
https://www.glassesshop.com/eyeglasses/fm1017,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5af13c7ed9208.jpg",Brunswick - Black,$29.95
https://www.glassesshop.com/eyeglasses/fp0611,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201703/58dcb60839138.jpg",Sudbury - Black,"
                                        "
https://www.glassesshop.com/eyeglasses/fz1358,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201907/5d1dad7e8b665.jpg",Milne - Crystal,$29.95
https://www.glassesshop.com/eyeglasses/fp1828,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b42234af.jpg",Averies - Pink,$19.95
https://www.glassesshop.com/eyeglasses/fp1841,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b512d7b0.jpg",Buttler - Black,$19.95
https://www.glassesshop.com/eyeglasses/fz1298,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201901/5c3403881d955.jpg",Hume - Brown/Crystal,$29.95
https://www.glassesshop.com/eyeglasses/sm0876,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201812/5c24368513a4f.jpg",Horatio - Gunmetal,$19.95
https://www.glassesshop.com/eyeglasses/fp1765,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201808/5b7e0ee299d9f.jpg",Audrey - Black,$24.95
https://www.glassesshop.com/eyeglasses/fp1764,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201808/5b7e0ee2975f3.jpg",Arlene - Purple,$24.95
https://www.glassesshop.com/eyeglasses/fp1762,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201808/5b7e0ee291eff.jpg",Arlene - Black,$24.95
https://www.glassesshop.com/eyeglasses/fp1727,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201807/5b3dcff30c19c.jpg",Dove - Tortoise,$34.95
https://www.glassesshop.com/eyeglasses/fp1718,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5b03bc7688e76.jpg",Jean - Tortoise,$19.95
https://www.glassesshop.com/eyeglasses/fp1661,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5af16009d7b28.jpg",Derrick - Black/Golden,$24.95
https://www.glassesshop.com/eyeglasses/fp1560,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201801/5a6581ecbd7f1.jpg",Buffalo - Black,$24.95
https://www.glassesshop.com/eyeglasses/fp1504,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201712/5a2f936dd2b85.jpg",Joyce - Brown,$12.95
https://www.glassesshop.com/eyeglasses/fp1457,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201711/59fd65025f7ef.jpg",Zoe - Purple,$19.95
https://www.glassesshop.com/eyeglasses/fp1364,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201808/5b873cb01e9f7.jpg",Evansville - Blue,$19.95
https://www.glassesshop.com/eyeglasses/sup0711,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201907/5d268bd89da12.jpg",Marlowe - Rose Gold,$19.95
https://www.glassesshop.com/eyeglasses/fp1913,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d0318964c8a2.jpg",Cecilia - Black/Red,$29.95
https://www.glassesshop.com/eyeglasses/sup0700,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5cff70bbe91a2.jpg",Nodia - Black,$29.95
https://www.glassesshop.com/eyeglasses/fp1902,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201905/5ce3acf5d8bc6.jpg",Jinbee - Black/Multicolor,$19.95
https://www.glassesshop.com/eyeglasses/sup0677,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201905/5cd397d084be6.jpg",Rusa - Purple,$19.95
https://www.glassesshop.com/eyeglasses/sm0885,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201905/5cdcb3e76ce02.jpg",Sherwood - Gunmetal,$29.95
https://www.glassesshop.com/eyeglasses/fp1834,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b510ef0c.jpg",Tacab - Purple,"
                                        "
https://www.glassesshop.com/eyeglasses/fp1832,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b5107170.jpg",Tacab - Red,$19.95
https://www.glassesshop.com/eyeglasses/fp1830,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b4231106.jpg",Averies - Mblack,$19.95
https://www.glassesshop.com/eyeglasses/fp1812,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5db296d9b7131.jpg",Binghamton - Brown,"
                                        "
https://www.glassesshop.com/eyeglasses/fp1774,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201809/5bac31dd1cca8.jpg",Winchester - Black,$19.95
https://www.glassesshop.com/eyeglasses/fp1773,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201809/5bac31dd1a36c.jpg",Winchester - Blue,$19.95
https://www.glassesshop.com/eyeglasses/fp1771,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201809/5bac31dd1506f.jpg",Winchester - MBlack,"
                                        "
https://www.glassesshop.com/eyeglasses/fp1770,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201809/5bac31dd12811.jpg",Winchester - Tortoise,$19.95
https://www.glassesshop.com/eyeglasses/fp1758,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201807/5b5fdc2d6f460.jpg",Nathan - Black,$29.95
https://www.glassesshop.com/eyeglasses/fp1747,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201807/5b5fc22e9933f.jpg",Murphy - Tortoise,$39.95
https://www.glassesshop.com/eyeglasses/fp1746,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201811/5bebc0387547c.jpg",Murphy - Black,$39.95
https://www.glassesshop.com/eyeglasses/fz1207,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201807/5b4c5f5d54841.jpg",Pete - Tortoise,$29.95
https://www.glassesshop.com/eyeglasses/fp1662,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201806/5b10dff1e3d4d.jpg",Earl - Black/Crystal,$19.95
https://www.glassesshop.com/eyeglasses/fp1675,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201806/5b10e0e979ef0.jpg",Dillon - Gray,$24.95
https://www.glassesshop.com/eyeglasses/fp1694,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5b03be967b506.jpg",Lexingto - Clear Pattern,$19.95
https://www.glassesshop.com/eyeglasses/fp1697,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5b03beaa13479.jpg",Novia - Black/Crystal,$19.95
https://www.glassesshop.com/eyeglasses/fp1642,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5db26823a6070.jpg",Isaiah - Blue,$19.95
https://www.glassesshop.com/eyeglasses/fp1508,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201807/5b3b102ed9395.jpg",Bruno - Black,"
                                        "
https://www.glassesshop.com/eyeglasses/sm0787,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201811/5bff5bf283882.jpg",Darcy - Black,$19.95
https://www.glassesshop.com/eyeglasses/fp1456,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201909/5d8d74c323898.jpg",Zoe - Black/Purple,$19.95
https://www.glassesshop.com/eyeglasses/fz1094,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201811/5bff5bf27139c.jpg",Buckeye - Pink,$29.95
https://www.glassesshop.com/eyeglasses/fz1090,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e01c58d5a53.jpg",Mandy - Black,$29.95
https://www.glassesshop.com/eyeglasses/fp1326,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201705/5912aaac54269.jpg",West - Black,$19.95
https://www.glassesshop.com/eyeglasses/fp1456,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201909/5d8d74c323898.jpg",Zoe - Black/Purple,$19.95
https://www.glassesshop.com/eyeglasses/fz1094,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201811/5bff5bf27139c.jpg",Buckeye - Pink,$29.95
https://www.glassesshop.com/eyeglasses/fz1090,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e01c58d5a53.jpg",Mandy - Black,$29.95
https://www.glassesshop.com/eyeglasses/fp1326,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201705/5912aaac54269.jpg",West - Black,$19.95
https://www.glassesshop.com/eyeglasses/fp1180,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5afb93dbb0fb9.jpg",Celeste - Black,$19.95
https://www.glassesshop.com/eyeglasses/fp1168,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201702/58ae78f252584.jpg",Coolidge - Black,$29.95
https://www.glassesshop.com/eyeglasses/fp1112,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e55c87434bb.jpg",Hyannis - Tortoise,$29.95
https://www.glassesshop.com/eyeglasses/fp1062,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201703/58bcc705861f8.jpg",Lina - Green,$29.95
https://www.glassesshop.com/eyeglasses/fp0989,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201808/5b873cb01adee.jpg",Hillsborough - Black/Chocolate,$19.95
https://www.glassesshop.com/eyeglasses/fp0985,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201703/58dcb61d82aea.jpg",Callan - Black,$19.95
https://www.glassesshop.com/eyeglasses/fp1934,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201908/5d4d192d3dc32.jpg",Lizzie - Black/Golden,$24.95
https://www.glassesshop.com/eyeglasses/fp1927,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201908/5d4d190dacad9.jpg",Bronti - Black,$12.95
https://www.glassesshop.com/eyeglasses/fp1920,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201908/5d4d18eee5210.jpg",Bloor - Purple,$12.95
https://www.glassesshop.com/eyeglasses/sup0702,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5cff70bbf1bf9.jpg",Ophelia - Black,$29.95
https://www.glassesshop.com/eyeglasses/fp1903,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201905/5ce3ad100f3fe.jpg",Jinbee - Brown/Multicolor,$19.95
https://www.glassesshop.com/eyeglasses/sup0658,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201905/5ccf9668d1b8c.jpg",Kerlins - Multicolor,$29.95
https://www.glassesshop.com/eyeglasses/sup0652,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201905/5ccf966899ddb.jpg",Mika - Multicolor,$29.95
https://www.glassesshop.com/eyeglasses/sup0645,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cc2bffdced2a.jpg",Smedley - Black/Golden,$29.95
https://www.glassesshop.com/eyeglasses/fp1872,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cc16d558bb08.jpg",Defender - Mblack,$29.95
https://www.glassesshop.com/eyeglasses/fp1871,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cc16d5585fad.jpg",Defender - Mblack/Pink,"
                                        "
https://www.glassesshop.com/eyeglasses/fp1864,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cc16d55620ea.jpg",Arad - Mblack/Pink,$29.95
https://www.glassesshop.com/eyeglasses/fp1861,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cc16d555438b.jpg",Latch - Mblack,"
                                        "
https://www.glassesshop.com/eyeglasses/fp1837,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b511b3c1.jpg",Husk - Purple,$19.95
https://www.glassesshop.com/eyeglasses/fp1836,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b5116ee3.jpg",Husk - Lavender,$19.95
https://www.glassesshop.com/eyeglasses/fp1833,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b510b4ee.jpg",Tacab - Black,$19.95
https://www.glassesshop.com/eyeglasses/fp1829,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b422b034.jpg",Averies - Blue,$19.95
https://www.glassesshop.com/eyeglasses/fp1815,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b41cfef3.jpg",Durand - Black,"
                                        "
https://www.glassesshop.com/eyeglasses/sup0622,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b5e59b5c.jpg",Wilker - Black,$29.95
https://www.glassesshop.com/eyeglasses/fp1843,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b51374f0.jpg",Buttler - Gray,$19.95
https://www.glassesshop.com/eyeglasses/fp1811,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5db296d2d588a.jpg",Binghamton - Blue,$19.95
https://www.glassesshop.com/eyeglasses/fp1805,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201903/5c99cd4246eda.jpg",Watertown - Red,$19.95
https://www.glassesshop.com/eyeglasses/fp1804,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201903/5c99cd4244575.jpg",Watertown - Brown,$19.95
https://www.glassesshop.com/eyeglasses/fp1801,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201903/5c99cd423e367.jpg",Utica - Green,$19.95
https://www.glassesshop.com/eyeglasses/fp1800,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201903/5c99cd423b5ad.jpg",Utica - Tortoise,$19.95
https://www.glassesshop.com/eyeglasses/fp1794,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201903/5c99cd42365e6.jpg",Syracuse - Red,$19.95
https://www.glassesshop.com/eyeglasses/fp1793,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201903/5c99cd4233d01.jpg",Syracuse - Brown,$19.95
https://www.glassesshop.com/eyeglasses/fm1370,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201903/5c99cd28256d5.jpg",Newark - Rose Gold,$24.95
https://www.glassesshop.com/eyeglasses/ft0278,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201901/5c34038810a7e.jpg",Hughes - Purple/Golden,$44.95
https://www.glassesshop.com/eyeglasses/ft0276,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201901/5c3403880ae30.jpg",Huggins - Rose Gold,$39.95
https://www.glassesshop.com/eyeglasses/sup0567,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201811/5be91fb063b10.jpg",Gaskell - Gunmetal,$29.95
https://www.glassesshop.com/eyeglasses/fz1282,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201811/5be91fb010cbc.jpg",Finn - Tortoise/Pink,$29.95
https://www.glassesshop.com/eyeglasses/fz1279,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc50f665fff.jpg",Ezekiel - Blue,$29.95
https://www.glassesshop.com/eyeglasses/fz1278,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc50f66304b.jpg",Ezekiel - Burgundy,$29.95
https://www.glassesshop.com/eyeglasses/fz1276,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc50f65d9e5.jpg",Gill - Floral,$29.95
https://www.glassesshop.com/eyeglasses/fz1270,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201812/5c26d172e6aa2.jpg",Genevieve - Green Tortoise,$34.95
https://www.glassesshop.com/eyeglasses/fz1266,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc508525a92.jpg",Evelyn - Blue/Red,$29.95
https://www.glassesshop.com/eyeglasses/fz1262,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc50851716e.jpg",Evangeline - Crystal,$29.95
https://www.glassesshop.com/eyeglasses/fz1249,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc4f0f32bee.jpg",Vivian - Black,$29.95
https://www.glassesshop.com/eyeglasses/fp1763,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5ca2bda91b3a0.jpg",Arlene - Crystal/Tortoise,$24.95
https://www.glassesshop.com/eyeglasses/fz1206,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201807/5b4db881b7d9e.jpg",Roy - Red,$34.95
https://www.glassesshop.com/eyeglasses/fp1742,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201807/5b4c4e365c7ab.jpg",Otis - Black,$19.95
https://www.glassesshop.com/eyeglasses/fp1740,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201807/5b4c4e27147a9.jpg",Oswald - Gray,$19.95
https://www.glassesshop.com/eyeglasses/fp1734,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201807/5b4c4df75efc3.jpg",Osmond - Black,$19.95
https://www.glassesshop.com/eyeglasses/fp1730,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201807/5b3dd02194eeb.jpg",Grover - Black,$34.95
https://www.glassesshop.com/eyeglasses/fp1658,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201806/5b10dfd765cde.jpg",Rainbow - Multicolor,"
                                        "
https://www.glassesshop.com/eyeglasses/fp1666,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201806/5b10e01166a9d.jpg",Edwiin - Blue/Crystal,$19.95
https://www.glassesshop.com/eyeglasses/fp1704,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5b03bbe0add06.jpg",Heather - Brown,$29.95
https://www.glassesshop.com/eyeglasses/fp1719,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201902/5c7757050ca47.jpg",Jean - Black,$24.95
https://www.glassesshop.com/eyeglasses/fp1647,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5afe7eacbb789.jpg",Angel  Wayframe - Brown,$19.95
https://www.glassesshop.com/eyeglasses/fp1615,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5afe7cfbc9f87.jpg",Agnes - Purple,"
                                        "
https://www.glassesshop.com/eyeglasses/fm1184,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201804/5acd64c835129.jpg",Plato - Bronze,$24.95
https://www.glassesshop.com/eyeglasses/fp1563,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201803/5ab494f1c1911.jpg",Thomasville - Crystal,$24.95
https://www.glassesshop.com/eyeglasses/fp1411,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e4598958f4c.jpg",Kelowna - Black,"
                                        "
https://www.glassesshop.com/eyeglasses/fz1098,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e01c91dd8f1.jpg",Laura - Tortoise,$29.95
https://www.glassesshop.com/eyeglasses/fz1089,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e01c51ef38a.jpg",Mandy - Tortoise,$29.95
https://www.glassesshop.com/eyeglasses/fz1087,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e01c443bff6.jpg",Mandy - Tortoise/Pink,$29.95
https://www.glassesshop.com/eyeglasses/fz0981,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201704/58f85d7927324.jpg",Miami - Tortoise,$29.95
https://www.glassesshop.com/eyeglasses/fp1280,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201701/587f15a445f13.jpg",Wood - Black,$29.95
https://www.glassesshop.com/eyeglasses/fp1275,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201701/587f15a43bdb9.jpg",Land - Black,$19.95
https://www.glassesshop.com/eyeglasses/fp1169,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201702/58ae78f2551e5.jpg",Coolidge - Crystal/White,$29.95
https://www.glassesshop.com/eyeglasses/rm0247,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201703/58c7556ccda85.jpg",Terre - Golden,$32.95
https://www.glassesshop.com/eyeglasses/fp1111,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201708/5983fe6c817c5.jpg",Hyannis - Blue,$29.95
https://www.glassesshop.com/eyeglasses/fp0917,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201709/59c9aad199397.jpg",BowlingGreen - Black,$29.95
https://www.glassesshop.com/eyeglasses/fp0481,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201811/5bff5b8d6a000.jpg",Steven - Black/Crystal,"
                                        "
https://www.glassesshop.com/eyeglasses/fz1388,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201908/5d52830d30ae0.jpg",Alieen - Black,"
                                        "
https://www.glassesshop.com/eyeglasses/fz1376,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201908/5d538038705a1.jpg",Blume - Black,$29.95
https://www.glassesshop.com/eyeglasses/fz1361,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201907/5d1dad7e9531d.jpg",Milton - Tortoise,"
                                        "
https://www.glassesshop.com/eyeglasses/ft0308,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d0318966bf71.jpg",Berenice - Black,$39.95
https://www.glassesshop.com/eyeglasses/fz1313,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5cf8ca4e9765e.jpg",Whittier - Black/Blue,$29.95
https://www.glassesshop.com/eyeglasses/fp1885,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201905/5ce3acf59873c.jpg",Fitchy - Mblack,$24.95
https://www.glassesshop.com/eyeglasses/sup0656,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201905/5ccf9668bc29a.jpg",Morgan - Black/Pink,$29.95
https://www.glassesshop.com/eyeglasses/sup0651,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201905/5ccf96688d447.jpg",Karol - Green Tortoise,$49.95
https://www.glassesshop.com/eyeglasses/fp1855,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cc2bffd51c66.jpg",Tate - Pink,"
                                        "
https://www.glassesshop.com/eyeglasses/fp1851,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cc2bffd384af.jpg",Stuart - Black,"
                                        "
https://www.glassesshop.com/eyeglasses/fp1845,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cc2bffd1441e.jpg",Stowe - Crystal/Golden,$24.95
https://www.glassesshop.com/eyeglasses/sup0632,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cc806c83858d.jpg",Spender - Crystal,$19.95
https://www.glassesshop.com/eyeglasses/fp1827,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b421dbe0.jpg",Corwins - Red,$19.95
https://www.glassesshop.com/eyeglasses/fp1824,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d01d7454d0f0.jpg",Rado Avaitor - Tortoise,$39.95
